CountyCode,Pełna siedziba,Number
1463,"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Sobieskiego, Radom, Michałów ul. Sobieskiego 12, 26-600 Radom",14630198
1463,"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Jagiellońskiej, Radom, Michałów ul. Sobieskiego 12, 26-600 Radom",14630199
1463,"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Sobieskiego, Radom, Michałów ul. Sobieskiego 12, 26-600 Radom",146301100
1463,"Publiczna Szkoła Podstawowa Nr 30 im. Królowej Jadwigi, Radom, Michałów ul. Piastowska 17, 26-600 Radom",146301101
1463,"Publiczna Szkoła Podstawowa Nr 30 im. Królowej Jadwigi, Radom, Michałów ul. Piastowska 17, 26-600 Radom",146301102
1463,"Zespół Szkolno-Przedszkolny Nr 1, Radom, Wólka Klwatecka ul. Ofiar Firleja 14, 26-600 Radom",146301103
1463,"Publiczna Szkoła Podstawowa Nr 25, Radom, Jeżowa Wola ul. Starokrakowska 124/128, 26-600 Radom",146301104
1463,"Zespół Szkolno-Przedszkolny Nr 1, Radom, Wólka Klwatecka ul. Ofiar Firleja 14, 26-600 Radom",146301105
1463,"Publiczna Szkoła Podstawowa Nr 6 z Oddziałami Integracyjnymi im. Orła Białego, Radom, Gołębiów ul. Adama Rapackiego 24, 26-600 Radom",146301106
1463,"Przedszkole Publiczne Nr 13, Radom, Zamłynie ul. Garbarska 59/67, 26-600 Radom",146301107
1463,"Dom Kultury ""Idalin"", Radom, Idalin ul. Bluszczowa 4/8, 26-600 Radom",146301108
1463,"Zespół Szkół Ekonomicznych, Radom, Kaptur ul. Wernera 22, 26-600 Radom",146301109
1463,"Radomski Szpital Specjalistyczny im. Dr T. Chałubińskiego, ul. Tochtermana 1, 26-600 Radom",146301110
1463,"Samodzielny Wojewódzki Publiczny Zespół Zakładów Psychiatrycznej Opieki Zdrowotnej im. dr. Barbary Borzym, ul. Krychnowicka 1, 26-600 Radom",146301111
1463,"Areszt Śledczy, ul. Wolanowska 120, 26-600 Radom",146301112
1463,"Mazowiecki Szpital Specjalistyczny Sp. z o. o., ul. Aleksandrowicza 5, 26-600 Radom",146301113
1463,"Oddział Zewnętrzny Aresztu Śledczego, ul. Witosa 62, 26-600 Radom",146301114
1463,"Radomskie Centrum Onkologii im. Bohaterów Radomskiego Czerwca '76, ul. Uniwersytecka 6, 26-600 Radom",146301115
1464,"Miejskie Przedszkole Nr 3, ul. Stefana Batorego 4, 08-110 Siedlce",1464011
1464,"Miejskie Przedszkole nr 20, ul. Osiedlowa 3, 08-110 Siedlce",1464012
1464,"Osiedlowy Klub Kultury ""Lech"", ul. Bolesława Chrobrego 4, 08-110 Siedlce",1464013
1464,"Uniwersytet Przyrodniczo-Humanistyczny, ul. Żytnia 39, 08-110 Siedlce",1464014
1464,"Miejskie Przedszkole Nr 14, ul. Mieszka I 12, 08-110 Siedlce",1464015
1464,"Szkoła Podstawowa Nr 10, ul. Mazurska 10, 08-110 Siedlce",1464016
1464,"Szkoła Podstawowa nr 9, ul. Graniczna 1, 08-110 Siedlce",1464017
1464,"Społeczna Szkoła Podstawowa, ul. Józefa Mireckiego 28, 08-110 Siedlce",1464018
1464,"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Św. Królowej Jadwigi, ul. Bolesława Prusa 12, 08-110 Siedlce",1464019
1464,"Szkoła Podstawowa Nr 7, ul. Starowiejska 23, 08-110 Siedlce",14640110
1464,"Miejskie Przedszkole Nr 1, ul. Wiązowa 7, 08-110 Siedlce",14640111
1464,"I Katolickie Liceum Ogólnokształcące im. Świętej Rodziny, ul. Biskupa Ignacego Świrskiego 54, 08-110 Siedlce",14640112
1464,"Zespół Szkół Ponadgimnazjalnych Nr 6, ul. Fryderyka Chopina 10, 08-110 Siedlce",14640113
1464,"Powiatowy Urząd Pracy, ul. Kazimierza Pułaskiego 19/21, 08-110 Siedlce",14640114
1464,"Siedlecka Spółdzielnia Mieszkaniowa, ul. 3 Maja 28, 08-110 Siedlce",14640115
1464,"Szkoła Podstawowa Nr 6, ul. Henryka Sienkiewicza 49, 08-110 Siedlce",14640116
1464,"Szkoła Podstawowa Nr 2, ul. Szkolna 2, 08-110 Siedlce",14640117
1464,"I Liceum Ogólnokształcące im. B. Prusa, ul. Floriańska 10, 08-110 Siedlce",14640118
1464,"Szkoła Podstawowa Nr 3, ul. Sekulska 10, 08-110 Siedlce",14640119
1464,"Miejskie Przedszkole Nr 17, ul. Prymasa Stefana Wyszyńskiego 6, 08-110 Siedlce",14640120
1464,"Miejskie Przedszkole Nr 17, ul. Prymasa Stefana Wyszyńskiego 6, 08-110 Siedlce",14640121
1464,"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Młynarska 17, 08-110 Siedlce",14640122
1464,"Przedsiębiorstwo Energetyczne Sp. z o. o., ul. Stefana Starzyńskiego 7, 08-110 Siedlce",14640123
1464,"Urząd Stanu Cywilnego, ul. Biskupa Ignacego Świrskiego 6, 08-110 Siedlce",14640124
1464,"Miejskie Przedszkole Nr 21, ul. Żwirowa 20, 08-110 Siedlce",14640125
1464,"Szkoła Podstawowa nr 5, ul. Generała Gustawa Orlicz-Dreszera 3, 08-110 Siedlce",14640126
1464,"Przedsiębiorstwo Wodociągów i Kanalizacji Sp. z o. o., ul. Leśna 8, 08-110 Siedlce",14640127
1464,"Szkoła Podstawowa Nr 12, ul. Unitów Podlaskich 16, 08-110 Siedlce",14640128
1464,"Szkoła Podstawowa Nr 12, ul. Unitów Podlaskich 16, 08-110 Siedlce",14640129
1464,"Miejskie Przedszkole Nr 27, ul. Karpacka 2, 08-110 Siedlce",14640130
1464,"Szkoła Podstawowa Nr 8, ul. Pescantina 2, 08-110 Siedlce",14640131
1464,"Centrum Kształcenia Plejada Szkoła Policealna ""NOVUM"", ul. Czesława Dylewicza 10, 08-110 Siedlce",14640132
1464,"Szkoła Podstawowa Nr 10, ul. Mazurska 10, 08-110 Siedlce",14640133
1464,"Hotel ""Hetman"", ul. Warszawska 133, 08-110 Siedlce",14640134
1464,"Miejskie Przedszkole Nr 22, ul. Podlaska 8, 08-110 Siedlce",14640135
1464,"Miejskie Przedszkole Nr 26, ul. Mazurska 6, 08-110 Siedlce",14640136
1464,"Centrum Kształcenia Plejada Szkoła Policealna ""NOVUM"", ul. Czesława Dylewicza 10, 08-110 Siedlce",14640137
1464,"Szkoła Podstawowa nr 5, ul. Generała Gustawa Orlicz-Dreszera 3, 08-110 Siedlce",14640138
1464,"Mazowiecki Szpital Wojewódzki Sp. z o. o., Poniatowskiego 26, 08-110 Siedlce",14640139
1464,"Szpital Samodzielnego Publicznego Zakładu Opieki Zdrowotnej, Starowiejska 15, 08-110 Siedlce",14640140
1464,"Szpital Samodzielnego Publicznego Zakładu Opieki Zdrowotnej, Bema 22, 08-110 Siedlce",14640141
1464,"Dom Pomocy Społecznej, Poniatowskiego 32, 08-110 Siedlce",14640142
1464,"Zakład Karny, Piłsudskiego 47, 08-110 Siedlce",14640143
1465,"Szkoła Podstawowa Nr 150, Bemowo ul. gen. W. Thomme'ego 1, 01-491 Warszawa",146502711
1465,"Szkoła Podstawowa Nr 150, Bemowo ul. gen. W. Thomme'ego 1, 01-491 Warszawa",146502712
1465,"Szkoła Podstawowa Nr 357, Bemowo ul. Zachodzącego Słońca 25, 01-495 Warszawa",146502713
1465,"Szkoła Podstawowa Nr 357, Bemowo ul. Zachodzącego Słońca 25, 01-495 Warszawa",146502714
1465,"Szkoła Podstawowa Nr 357, Bemowo ul. Zachodzącego Słońca 25, 01-495 Warszawa",146502715
1465,"Szkoła Podstawowa Nr 357, Bemowo ul. Zachodzącego Słońca 25, 01-495 Warszawa",146502716
1465,"Budynek Studium Wychowania Fizycznego Wojskowej Akademii Technicznej, Bemowo ul. Kartezjusza 1, 01-480 Warszawa",146502717
1465,"Klub Wojskowej Akademii Technicznej, Bemowo ul. gen. S. Kaliskiego 25, 01-476 Warszawa",146502718
1465,"Przedszkole Nr 390, Bemowo ul. Secemińska 1, 01-485 Warszawa",146502719
1465,"Szkoła Podstawowa Nr 321, Bemowo ul. ppłk W. Szadkowskiego 3, 01-493 Warszawa",146502720
1465,"Szkoła Podstawowa Nr 321, Bemowo ul. ppłk W. Szadkowskiego 3, 01-493 Warszawa",146502721
1465,"Szkoła Podstawowa Nr 364, Bemowo ul. M. E. Andriollego 1, 01-494 Warszawa",146502722
1465,"Szkoła Podstawowa Nr 364, Bemowo ul. M. E. Andriollego 1, 01-494 Warszawa",146502723
1465,"Szkoła Podstawowa Nr 341, Bemowo ul. Oławska 3, 01-494 Warszawa",146502724
1465,"Szkoła Podstawowa Nr 341, Bemowo ul. Oławska 3, 01-494 Warszawa",146502725
1465,"Bemowski Ośrodek Piłki Nożnej, Bemowo ul. Obrońców Tobruku 11, 01-494 Warszawa",146502726
1465,"Bemowski Ośrodek Piłki Nożnej, Bemowo ul. Obrońców Tobruku 11, 01-494 Warszawa",146502727
1465,"Szkoła Podstawowa Nr 82, Bemowo ul. Górczewska 201, 01-459 Warszawa",146502728
1465,"Szkoła Podstawowa Nr 82, Bemowo ul. Górczewska 201, 01-459 Warszawa",146502729
1465,"Szkoła Podstawowa Nr 82, Bemowo ul. Górczewska 201, 01-459 Warszawa",146502730
1465,"Bemowskie Centrum Kultury, Bemowo ul. Górczewska 201, 01-466 Warszawa",146502731
1465,"Biblioteka Publiczna, Bemowo ul. gen. T. Pełczyńskiego 28C, 01-471 Warszawa",146502732
1465,"Klub Bemowskiego Seniora, Bemowo ul. gen. T. Pełczyńskiego 30A, 01-471 Warszawa",146502733
1465,"TBS, Bemowo ul. gen. T. Pełczyńskiego 30, 01-471 Warszawa",146502734
1465,"TBS, Bemowo ul. gen. T. Pełczyńskiego 30, 01-471 Warszawa",146502735
1465,"Przychodnia ZOZ, Bemowo ul. gen. M. C. Coopera 5, 01-315 Warszawa",146502736
1465,"Klub Studencki ""Karuzela"", Bemowo ul. S. Konarskiego 85, 01-355 Warszawa",146502737
1465,"Klub ""Dwa Jelonki"", Bemowo ul. Powstańców Śląskich 44, 01-381 Warszawa",146502738
1465,"Szkoła Podstawowa Nr 362, Bemowo ul. gen. W. Czumy 8, 01-355 Warszawa",146502739
1465,"Przedszkole Nr 214, Bemowo ul. gen. W. Czumy 6, 01-355 Warszawa",146502740
1465,"Szkoła Podstawowa Nr 316, Bemowo ul. S. Szobera 1/3, 01-318 Warszawa",146502741
1465,"Szkoła Podstawowa Nr 316, Bemowo ul. S. Szobera 1/3, 01-318 Warszawa",146502742
1465,"Szkoła Podstawowa Nr 350, Bemowo ul. K. Irzykowskiego 1A, 01-317 Warszawa",146502743
1465,"Szkoła Podstawowa Nr 350, Bemowo ul. K. Irzykowskiego 1A, 01-317 Warszawa",146502744
1465,"Szkoła Podstawowa Nr 350, Bemowo ul. K. Irzykowskiego 1A, 01-317 Warszawa",146502745
1465,"LXXVIII LO im. Marii Pawlikowskiej-Jasnorzewskiej, Bemowo ul. A. Krzywoń 3, 01-391 Warszawa",146502746
1465,"LXXVIII LO im. Marii Pawlikowskiej-Jasnorzewskiej, Bemowo ul. A. Krzywoń 3, 01-391 Warszawa",146502747
1465,"Szkoła Podstawowa Nr 301 Zespół Szkolno-Przedszkolny Nr 2, Bemowo ul. Brygadzistów 18, 01-384 Warszawa",146502748
1465,"Szkoła Podstawowa Nr 301 Zespół Szkolno-Przedszkolny Nr 2, Bemowo ul. Brygadzistów 18, 01-384 Warszawa",146502749
1465,"Szkoła Podstawowa Nr 301 Zespół Szkolno-Przedszkolny Nr 2, Bemowo ul. Brygadzistów 18, 01-384 Warszawa",146502750
1465,"Szkoła Podstawowa Nr 306, Bemowo ul. Tkaczy 27, 01-346 Warszawa",146502751
1465,"Szkoła Podstawowa Nr 306, Bemowo ul. Tkaczy 27, 01-346 Warszawa",146502752
1465,"Ośrodek Pomocy Społecznej, Bemowo ul. Rozłogi 10, 01-310 Warszawa",146502753
1465,"Szkoła Podstawowa Nr 363, Bemowo ul. Rozłogi 10, 01-310 Warszawa",146502754
1465,"Szkoła Podstawowa Nr 363, Bemowo ul. Rozłogi 10, 01-310 Warszawa",146502755
1465,"Dom Kombatanta, Bemowo ul. Sternicza 125, 01-350 Warszawa",146502756
1465,"Hala Sportowa OSIR, Bemowo Obrońców Tobruku 40, 01-494 Warszawa",146502757
1465,"Oddział Zewnętrzny Bemowo-Służba Więzienna, Antoniego Kocjana 3, 01-473 Warszawa",1465021142
1465,"Dom Pomocy Społecznej ""KOMBATANT"", Sternicza 125, 01-350 Warszawa",1465021143
1465,"Dom Emeryta Wojskowego, Pirenejska 5, 01-493 Warszawa",1465021144
1465,"Szkoła Podstawowa nr 356, Białołęka Głębocka 66, 03-287 WARSZAWA",146503850
1465,"Szkoła Podstawowa Nr 118, Białołęka Myśliborska 25, 03-185 WARSZAWA",146503851
1465,"CV Liceum Ogólnokształcące, Białołęka ul. Van Gogha 1, 03-188 WARSZAWA",146503852
1465,"Szkoła Podstawowa Nr 314, Białołęka Porajów 3, 03-188 WARSZAWA",146503853
1465,"CV Liceum Ogólnokształcące, Białołęka ul. Van Gogha 1, 03-188 WARSZAWA",146503854
1465,"CV Liceum Ogólnokształcące, Białołęka ul. Van Gogha 1, 03-188 WARSZAWA",146503855
1465,"Szkoła Podstawowa Nr 314, Białołęka ul. Porajów 3, 03-188 WARSZAWA",146503856
1465,"Szkoła Podstawowa Nr 314, Białołęka ul. Porajów 3, 03-188 WARSZAWA",146503857
1465,"Szkoła Podstawowa Nr 314, Białołęka Porajów 3, 03-188 WARSZAWA",146503858
1465,"Szkoła Podstawowa nr 31, Białołęka ul. Kobiałka 49, 03-044 WARSZAWA",146503859
1465,"Szkoła Podstawowa nr 231, Białołęka ul. Juranda ze Spychowa 10, 03-257 WARSZAWA",146503860
1465,"Szkoła Podstawowa Nr 356, Białołęka ul. Głębocka 66, 03-287 WARSZAWA",146503861
1465,"Szkoła Podstawowa Nr 118, Białołęka ul. Leszczynowa 5, 03-197 WARSZAWA",146503862
1465,"Szkoła Podstawowa Nr 112, Białołęka ul. Zaułek 34, 03-289 WARSZAWA",146503863
1465,"Szkoła Podstawowa Nr 314, Białołęka ul. Porajów 3, 03-188 WARSZAWA",146503864
1465,"Szkoła Podstawowa Nr 344, Białołęka Erazma z Zakroczymia 15, 03-185 WARSZAWA",146503865
1465,"Przedszkole nr 65, Białołęka Pancera 3, 03-187 WARSZAWA",146503866
1465,"Przedszkole nr 65, Białołęka ul. Pancera 3, 03-187 WARSZAWA",146503867
1465,"Szkoła Podstawowa Nr 344, Białołęka Erazma z Zakroczymia 15, 03-185 WARSZAWA",146503868
1465,"Szkoła Podstawowa Nr 344, Białołęka Erazma z Zakroczymia 15, 03-185 WARSZAWA",146503869
1465,"Szkoła Podstawowa Nr 355, Białołęka Ceramiczna 11, 03-126 WARSZAWA",146503870
1465,"Szkoła Podstawowa nr 257, Białołęka ul. Podróżnicza 11, 03-111 WARSZAWA",146503871
1465,"Szkoła Podstawowa nr 367, Białołęka ul. Przytulna 3, 03-083 WARSZAWA",146503872
1465,"Szkoła Podstawowa nr 110, Białołęka ul. Bohaterów 41, 03-007 WARSZAWA",146503873
1465,"Szkoła Podstawowa nr 110, Białołęka ul. Bohaterów 41, 03-007 WARSZAWA",146503874
1465,"Ośrodek Pomocy Społecznej, Białołęka ul. Marywilska 44C, 03-042 WARSZAWA",146503875
1465,"Szkoła Podstawowa Nr 342, Białołęka Strumykowa 21A, 03-138 WARSZAWA",146503876
1465,"Szkoła Podstawowa Nr 342, Białołęka ul. Strumykowa 21A, 03-138 WARSZAWA",146503877
1465,"Szkoła Podstawowa Nr 342, Białołęka ul. Strumykowa 21A, 03-138 WARSZAWA",146503878
1465,"Szkoła Podstawowa Nr 366, Białołęka ul. Strumykowa 21, 03-138 WARSZAWA",146503879
1465,"Szkoła Podstawowa Nr 366, Białołęka Strumykowa 21, 03-138 WARSZAWA",146503880
1465,"Filia Szkoły Podstawowej nr 154, Białołęka Sprawna 35a, 03-147 WARSZAWA",146503881
1465,"Filia Szkoły Podstawowej Nr 342, Białołęka ul. Topolowa 15, 03-138 WARSZAWA",146503882
1465,"Szkoła Podstawowa nr 154, Białołęka Leśnej Polanki 63/65, 03-142 WARSZAWA",146503883
1465,"Szkoła Podstawowa Nr 366, Białołęka ul. Strumykowa 21, 03-138 WARSZAWA",146503884
1465,"Filia Szkoły Podstawowej nr 154, Białołęka ul. Sprawna 35a, 03-142 WARSZAWA",146503885
1465,"Szkoła Podstawowa Nr 257, Białołęka ul. Podróżnicza 11, 03-111 WARSZAWA",146503886
1465,"Szkoła Podstawowa nr 231, Białołęka ul. Juranda ze Spychowa 10, 03-257 WARSZAWA",146503887
1465,"Szkoła Podstawowa Nr 356, Białołęka Głębocka 66, 03-287 WARSZAWA",146503888
1465,"Szkoła Podstawowa Nr 356, Białołęka Głębocka 66, 03-287 WARSZAWA",146503889
1465,"Szkoła Podstawowa Nr 366, Białołęka ul. Strumykowa 21, 03-138 WARSZAWA",146503890
1465,"Szkoła Podstawowa nr 154, Białołęka ul. Leśnej Polanki 63/65, 03-142 WARSZAWA",146503891
1465,"Szkoła Podstawowa Nr 344, Białołęka ul. Erazma z Zakroczymia 15, 03-185 WARSZAWA",146503892
1465,"Szkoła Podstawowa Nr 154, Białołęka ul. Leśnej Polanki 63/65, 03-142 WARSZAWA",146503893
1465,"Szkoła Podstawowa Nr 112, Białołęka Zaułek 34, 03-289 Warszawa",146503894
1465,"Szkoła Podstawowa Nr 31, Białołęka Kobiałka 49, 03-044 Warszawa",146503895
1465,"Szkoła Podstawowa Nr 368, Białołęka Ostródzka 175, 03-287 Warszawa",146503896
1465,"Szkoła Podstawowa Nr 366, Strumykowa 21, 03-138 Warszawa",146503897
1465,"Filia Szkoły Podstawowej Nr 342, Topolowa 15, 03-138 Warszawa",146503898
1465,"Szkoła Podstawowa Nr 112, Zaułek 34, 03-289 Warszawa",146503899
1465,"Poradnia Psychologiczno-Pedagogiczna Nr 21, Warszawa Marywilska 44, 03-042 WARSZAWA",146503900
1465,"Areszt Śledczy, Ciupagi 1, 03-016 Warszawa",1465031147
1465,"Stołeczne Centrum Opiekuńczo-Lecznicze Sp. z o. o., Mehoffera 72/74, 03-131 Warszawa",1465031148
1465,"Dom Pomocy Społecznej ''Pod Brzozami"", Bohaterów 46/48, 03-007 Warszawa",1465031149
1465,"Zakład Opiekuńczo-Leczniczy Dąbrówka, Czeremchowa 40F, 03-159 Warszawa",1465031150
1465,"XCIV Liceum Ogólnokształcące, Gwiaździsta 35, 01-651 Warszawa",146504771
1465,"Szkoła Podstawowa nr 53, Rudzka 6, 01-689 Warszawa",146504772
1465,"XLI Liceum Ogólnokształcące, Kiwerska 3, 01-682 Warszawa",146504773
1465,"Szkoła Podstawowa nr 53, Rudzka 6, 01-689 Warszawa",146504774
1465,"Przedszkole nr 240, Marymoncka 34, 01-813 Warszawa",146504775
1465,"Przedszkole Specjalne nr 245 dla Dzieci Słabowidzących, K. Pruszyńskiego 1, 01-870 Warszawa",146504776
1465,"XXXIX Liceum Ogólnokształcące, B. Zuga 16, 01-806 Warszawa",146504777
1465,"Zespół Szkół nr 35, S. Żeromskiego 22/28, 01-831 Warszawa",146504778
1465,"Ośrodek Pomocy Społecznej, S. Przybyszewskiego 80/82, 01-824 Warszawa",146504779
1465,"CXXII Liceum Ogólnokształcące, L. Staffa 3/5, 01-891 Warszawa",146504780
1465,"CXXII Liceum Ogólnokształcące, L. Staffa 3/5, 01-891 Warszawa",146504781
1465,"Biblioteka Publiczna im. St. Staszica, Z. Romaszewskiego 19, 01-874 Warszawa",146504782
1465,"Zespół Szkół nr 10, W. Perzyńskiego 10, 01-883 Warszawa",146504783
1465,"XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, L. Staffa 111, 01-884 Warszawa",146504784
1465,"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 214, A. Fontany 1, 01-835 Warszawa",146504785
1465,"Szkoła Podstawowa nr 369, S. Przybyszewskiego 45, 01-849 Warszawa",146504786
1465,"Szkoła Podstawowa nr 293, J. Kochanowskiego 8, 01-864 Warszawa",146504787
1465,"Szkoła Podstawowa nr 293, J. Kochanowskiego 8, 01-864 Warszawa",146504788
1465,"Szkoła Podstawowa nr 293, J. Kochanowskiego 8, 01-864 Warszawa",146504789
1465,"Szkoła Podstawowa nr 289, W. Broniewskiego 99A, 01-876 Warszawa",146504790
1465,"Szkoła Podstawowa nr 289, W. Broniewskiego 99A, 01-876 Warszawa",146504791
1465,"S. B. M. ""WARDOM"", J. Kochanowskiego 49, 01-864 Warszawa",146504792
1465,"Szkoła Podstawowa nr 80, Aspekt 48, 01-904 Warszawa",146504793
1465,"Szkoła Podstawowa nr 352, J. Conrada 6, 01-922 Warszawa",146504794
1465,"Klub WSBM ""Chomiczówka"", P. Nerudy 1, 01-926 Warszawa",146504795
1465,"Szkoła Podstawowa nr 352, J. Conrada 6, 01-922 Warszawa",146504796
1465,"Szkoła Podstawowa nr 352, J. Conrada 6, 01-922 Warszawa",146504797
1465,"Przedszkole nr 422, Brązownicza 17, 01-929 Warszawa",146504798
1465,"Szkoła Podstawowa nr 263, Szegedyńska 11, 01-957 Warszawa",146504799
1465,"Szkoła Podstawowa nr 263, Szegedyńska 11, 01-957 Warszawa",146504800
1465,"LIX Liceum Ogólnokształcące Mistrzostwa Sportowego, S. B. Lindego 20, 01-952 Warszawa",146504801
1465,"LIX Liceum Ogólnokształcące Mistrzostwa Sportowego, S. B. Lindego 20, 01-952 Warszawa",146504802
1465,"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 247, Wrzeciono 9, 01-951 Warszawa",146504803
1465,"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 247, Wrzeciono 24, 01-963 Warszawa",146504804
1465,"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 247, Wrzeciono 24, 01-963 Warszawa",146504805
1465,"Szkoła Podstawowa nr 273, J. Balcerzaka 1, 01-944 Warszawa",146504806
1465,"Szkoła Podstawowa nr 77, Samogłoska 9, 01-980 Warszawa",146504807
1465,"Szkoła Podstawowa nr 77, Samogłoska 9, 01-980 Warszawa",146504808
1465,"Przedszkole z Oddziałami Integracyjnymi nr 309, H. Ch. Andersena 7, 01-893 Warszawa",146504809
1465,"MDK, H. Ch. Andersena 4, 01-911 Warszawa",146504810
1465,"Bielański Ośrodek Kultury, C. Goldoniego 1, 01-913 Warszawa",146504811
1465,"Szkoła Podstawowa nr 209, al. W. Reymonta 25, 01-840 Warszawa",146504812
1465,"Zespół Szkół nr 49, L. Tołstoja 2, 01-910 Warszawa",146504813
1465,"Zespół Szkół nr 49, L. Tołstoja 2, 01-910 Warszawa",146504814
1465,"Przedszkole nr 340, W. Bogusławskiego 8A, 01-923 Warszawa",146504815
1465,"Przedszkole nr 340, W. Bogusławskiego 8A, 01-923 Warszawa",146504816
1465,"Klub WSBM ""Chomiczówka"", W. Bogusławskiego 6A, 01-923 Warszawa",146504817
1465,"Szkoła Podstawowa nr 273 - Szkoła Filialna, Arkuszowa 202, 01-934 Warszawa",146504818
1465,"Szpital Bielański im. ks. Jerzego Popiełuszki SPZOZ, Cegłowska 80, 01-809 Warszawa",1465041145
1465,"Stołeczne Centrum Opiekuńczo-Lecznicze Sp. z o. o. , Zakład Opiekuńczo-Leczniczy, Szubińska 4, 01-958 Warszawa",1465041146
1465,"Szkoła Podstawowa Nr 70 z Oddziałami Integracyjnymi im. Bohaterów Monte Cassino, Mokotów ul. G. Bruna 11, 02-594 Warszawa",14650581
1465,"Szkoła Podstawowa Nr 70 z Oddziałami Integracyjnymi im. Bohaterów Monte Cassino, Mokotów ul. G. Bruna 11, 02-594 Warszawa",14650582
1465,"Instytut Hematologii i Transfuzjologii, Mokotów ul. Chocimska 5, 00-791 Warszawa",14650583
1465,"Szkoła Podstawowa Nr 98 z Oddziałami Integracyjnymi im. Lucy Maud Montgomery, Mokotów A. Grottgera 22, 00-785 Warszawa",14650584
1465,"Szkoła Podstawowa Nr 157 im. Adama Mickiewicza, Mokotów ul. Kazimierzowska 16, 02-589 Warszawa",14650585
1465,"Zespół Szkół Odzieżowych, Fryzjerskich i Kosmetycznych Nr 22, Mokotów ul. Kazimierzowska 60, 02-543 Warszawa",14650586
1465,"Centrum ""Łowicka"" Dom Kultury w Dzielnicy Mokotów m. st. Warszawy, Mokotów ul. Łowicka 21, 02-502 Warszawa",14650587
1465,"XLII Liceum Ogólnokształcące im. Marii Konopnickiej, Mokotów ul. A. J. Madalińskiego 22, 02-513 Warszawa",14650588
1465,"XLII Liceum Ogólnokształcące im. Marii Konopnickiej, Mokotów ul. A. J. Madalińskiego 22, 02-513 Warszawa",14650589
1465,"Szkoła Podstawowa Nr 85 im. Benito Juareza, Mokotów ul. L. Narbutta 14, 02-541 Warszawa",14650590
1465,"LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego, Mokotów ul. L. Narbutta 65/71, 02-524 Warszawa",14650591
1465,"Przedszkole Specjalne Nr 393, Mokotów ul. Puławska 97, 02-595 Warszawa",14650592
1465,"Państwowy Instytut Geologiczny-Państwowy Instytut Badawczy, Mokotów ul. Rakowiecka 4, 02-519 Warszawa",14650593
1465,"Przedszkole Nr 142, Mokotów ul. J. Dąbrowskiego 25, 02-561 Warszawa",14650594
1465,"VI Liceum Ogólnokształcące im. Tadeusza Reytana, Mokotów ul. Wiktorska 30/32, 02-587 Warszawa",14650595
1465,"Szkoła Podstawowa Nr 69, Mokotów ul. Wiktorska 73, 02-582 Warszawa",14650596
1465,"XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego, Mokotów ul. Wiktorska 99, 02-575 Warszawa",14650597
1465,"LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego, Mokotów ul. L. Narbutta 31, 02-536 Warszawa",14650598
1465,"Przedszkole Nr 330 ""Pod Modrzewiem"", Mokotów al. Niepodległości 17, 02-653 Warszawa",14650599
1465,"XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego, Mokotów al. Niepodległości 27, 02-653 Warszawa",146505100
1465,"XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego, Mokotów al. Niepodległości 27, 02-653 Warszawa",146505101
1465,"Zespół Szkół Nr 39 im. prof. Edmunda Jankowskiego, Mokotów ul. Bełska 1/3, 02-638 Warszawa",146505102
1465,"Szkoła Podstawowa nr 119 im. 3 Berlińskiego Pułku Piechoty, Mokotów ul. Pułku AK „Baszta” 3, 02-649 Warszawa",146505103
1465,"Szkoła Podstawowa Nr 202 im. 34 Pułku Strzelców Budziszyńskich, Mokotów ul. J. Bytnara „Rudego"" 19, 02-645 Warszawa",146505104
1465,"Szkoła Podstawowa Nr 146 im. Janusza Korczaka, Mokotów ul. Domaniewska 33, 02-672 Warszawa",146505105
1465,"Szkoła Podstawowa Nr 146 im. Janusza Korczaka, Mokotów ul. Domaniewska 33, 02-672 Warszawa",146505106
1465,"Szkoła Podstawowa Specjalna nr 394, Mokotów ul. M. Gandhiego 13, 02-645 Warszawa",146505107
1465,"Przedszkole Nr 145 ""Czterolistna Koniczynka"", Mokotów ul. S. Goszczyńskiego 17A, 02-610 Warszawa",146505108
1465,"Zespół Szkół Nr 3 im. 2 Armii Wojska Polskiego, Mokotów ul. F. Joliot-Curie 13, 02-646 Warszawa",146505109
1465,"XLIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Johanna Wolfganga Goethego, Mokotów ul. F. Joliot-Curie 14, 02-646 Warszawa",146505110
1465,"Przedszkole Nr 189 ""Na Wierzbnie"", Mokotów ul. T. Lenartowicza 27, 02-614 Warszawa",146505111
