"Id","CountyCode","Code","Name","Order"
667,"1008","100803","gm. Dłutów",667
668,"1008","100804","gm. Dobroń",668
669,"1008","100805","gm. Ksawerów",669
670,"1008","100806","gm. Lutomiersk",670
671,"1008","100807","gm. Pabianice",671
672,"1009","100901","gm. Działoszyn",672
673,"1009","100902","gm. Kiełczygłów",673
674,"1009","100903","gm. Nowa Brzeźnica",674
675,"1009","100904","gm. Pajęczno",675
676,"1009","100905","gm. Rząśnia",676
677,"1009","100906","gm. Siemkowice",677
678,"1009","100907","gm. Strzelce Wielkie",678
679,"1009","100908","gm. Sulmierzyce",679
680,"1010","101001","gm. Aleksandrów",680
681,"1010","101002","gm. Czarnocin",681
682,"1010","101003","gm. Gorzkowice",682
683,"1010","101004","gm. Grabica",683
684,"1010","101005","gm. Łęki Szlacheckie",684
685,"1010","101006","gm. Moszczenica",685
686,"1010","101007","gm. Ręczno",686
687,"1010","101008","gm. Rozprza",687
688,"1010","101009","gm. Sulejów",688
689,"1010","101010","gm. Wola Krzysztoporska",689
690,"1010","101011","gm. Wolbórz",690
691,"1011","101101","gm. Dalików",691
692,"1011","101102","gm. Pęczniew",692
693,"1011","101103","gm. Poddębice",693
694,"1011","101104","gm. Uniejów",694
695,"1011","101105","gm. Wartkowice",695
696,"1011","101106","gm. Zadzim",696
697,"1012","101201","m. Radomsko",697
698,"1012","101202","gm. Dobryszyce",698
699,"1012","101203","gm. Gidle",699
700,"1012","101204","gm. Gomunice",700
701,"1012","101205","gm. Kamieńsk",701
702,"1012","101206","gm. Kobiele Wielkie",702
703,"1012","101207","gm. Kodrąb",703
704,"1012","101208","gm. Lgota Wielka",704
705,"1012","101209","gm. Ładzice",705
706,"1012","101210","gm. Masłowice",706
707,"1012","101211","gm. Przedbórz",707
708,"1012","101212","gm. Radomsko",708
709,"1012","101213","gm. Wielgomłyny",709
710,"1012","101214","gm. Żytno",710
711,"1013","101301","m. Rawa Mazowiecka",711
712,"1013","101302","gm. Biała Rawska",712
713,"1013","101303","gm. Cielądz",713
714,"1013","101304","gm. Rawa Mazowiecka",714
715,"1013","101305","gm. Regnów",715
716,"1013","101306","gm. Sadkowice",716
717,"1014","101401","m. Sieradz",717
718,"1014","101402","gm. Błaszki",718
719,"1014","101403","gm. Brąszewice",719
720,"1014","101404","gm. Brzeźnio",720
721,"1014","101405","gm. Burzenin",721
722,"1014","101406","gm. Goszczanów",722
723,"1014","101407","gm. Klonowa",723
724,"1014","101408","gm. Sieradz",724
725,"1014","101409","gm. Warta",725
726,"1014","101410","gm. Wróblew",726
727,"1014","101411","gm. Złoczew",727
728,"1015","101501","gm. Bolimów",728
729,"1015","101502","gm. Głuchów",729
730,"1015","101503","gm. Godzianów",730
731,"1015","101504","gm. Kowiesy",731
732,"1015","101505","gm. Lipce Reymontowskie",732
733,"1015","101506","gm. Maków",733
734,"1015","101507","gm. Nowy Kawęczyn",734
735,"1015","101508","gm. Skierniewice",735
736,"1015","101509","gm. Słupia",736
737,"1016","101601","m. Tomaszów Mazowiecki",737
738,"1016","101602","gm. Będków",738
739,"1016","101603","gm. Budziszewice",739
740,"1016","101604","gm. Czerniewice",740
741,"1016","101605","gm. Inowłódz",741
742,"1016","101606","gm. Lubochnia",742
743,"1016","101607","gm. Rokiciny",743
744,"1016","101608","gm. Rzeczyca",744
745,"1016","101609","gm. Tomaszów Mazowiecki",745
746,"1016","101610","gm. Ujazd",746
747,"1016","101611","gm. Żelechlinek",747
748,"1017","101701","gm. Biała",748
749,"1017","101702","gm. Czarnożyły",749
750,"1017","101703","gm. Konopnica",750
751,"1017","101704","gm. Mokrsko",751
752,"1017","101705","gm. Osjaków",752
753,"1017","101706","gm. Ostrówek",753
754,"1017","101707","gm. Pątnów",754
755,"1017","101708","gm. Skomlin",755
756,"1017","101709","gm. Wieluń",756
757,"1017","101710","gm. Wierzchlas",757
758,"1018","101801","gm. Bolesławiec",758
759,"1018","101802","gm. Czastary",759
760,"1018","101803","gm. Galewice",760
761,"1018","101804","gm. Lututów",761
762,"1018","101805","gm. Łubnice",762
763,"1018","101806","gm. Sokolniki",763
764,"1018","101807","gm. Wieruszów",764
765,"1019","101901","m. Zduńska Wola",765
766,"1019","101902","gm. Szadek",766
767,"1019","101903","gm. Zapolice",767
768,"1019","101904","gm. Zduńska Wola",768
769,"1020","102001","m. Głowno",769
770,"1020","102002","m. Ozorków",770
771,"1020","102003","m. Zgierz",771
772,"1020","102004","gm. Aleksandrów Łódzki",772
773,"1020","102005","gm. Głowno",773
774,"1020","102006","gm. Ozorków",774
775,"1020","102007","gm. Parzęczew",775
776,"1020","102008","gm. Stryków",776
777,"1020","102009","gm. Zgierz",777
778,"1021","102101","m. Brzeziny",778
779,"1021","102102","gm. Brzeziny",779
780,"1021","102103","gm. Dmosin",780
781,"1021","102104","gm. Jeżów",781
782,"1021","102105","gm. Rogów",782
783,"1061","106101","m. Łódź",783
784,"1062","106201","m. Piotrków Trybunalski",784
785,"1063","106301","m. Skierniewice",785
786,"1201","120101","m. Bochnia",786
787,"1201","120102","gm. Bochnia",787
788,"1201","120103","gm. Drwinia",788
789,"1201","120104","gm. Lipnica Murowana",789
790,"1201","120105","gm. Łapanów",790
791,"1201","120106","gm. Nowy Wiśnicz",791
792,"1201","120107","gm. Rzezawa",792
793,"1201","120108","gm. Trzciana",793
794,"1201","120109","gm. Żegocina",794
795,"1202","120201","gm. Borzęcin",795
796,"1202","120202","gm. Brzesko",796
797,"1202","120203","gm. Czchów",797
798,"1202","120204","gm. Dębno",798
799,"1202","120205","gm. Gnojnik",799
800,"1202","120206","gm. Iwkowa",800
801,"1202","120207","gm. Szczurowa",801
802,"1203","120301","gm. Alwernia",802
803,"1203","120302","gm. Babice",803
804,"1203","120303","gm. Chrzanów",804
805,"1203","120304","gm. Libiąż",805
806,"1203","120305","gm. Trzebinia",806
807,"1204","120401","gm. Bolesław",807
808,"1204","120402","gm. Dąbrowa Tarnowska",808
809,"1204","120403","gm. Gręboszów",809
810,"1204","120404","gm. Mędrzechów",810
811,"1204","120405","gm. Olesno",811
812,"1204","120406","gm. Radgoszcz",812
813,"1204","120407","gm. Szczucin",813
814,"1205","120501","m. Gorlice",814
815,"1205","120502","gm. Biecz",815
816,"1205","120503","gm. Bobowa",816
817,"1205","120504","gm. Gorlice",817
818,"1205","120505","gm. Lipinki",818
819,"1205","120506","gm. Łużna",819
820,"1205","120507","gm. Moszczenica",820
821,"1205","120508","gm. Ropa",821
822,"1205","120509","gm. Sękowa",822
823,"1205","120510","gm. Uście Gorlickie",823
824,"1206","120601","gm. Czernichów",824
825,"1206","120602","gm. Igołomia-Wawrzeńczyce",825
826,"1206","120603","gm. Iwanowice",826
827,"1206","120604","gm. Jerzmanowice-Przeginia",827
828,"1206","120605","gm. Kocmyrzów-Luborzyca",828
829,"1206","120606","gm. Krzeszowice",829
830,"1206","120607","gm. Liszki",830
831,"1206","120608","gm. Michałowice",831
832,"1206","120609","gm. Mogilany",832
833,"1206","120610","gm. Skała",833
834,"1206","120611","gm. Skawina",834
835,"1206","120612","gm. Słomniki",835
836,"1206","120613","gm. Sułoszowa",836
837,"1206","120614","gm. Świątniki Górne",837
838,"1206","120615","gm. Wielka Wieś",838
839,"1206","120616","gm. Zabierzów",839
840,"1206","120617","gm. Zielonki",840
841,"1207","120701","m. Limanowa",841
842,"1207","120702","m. Mszana Dolna",842
843,"1207","120703","gm. Dobra",843
844,"1207","120704","gm. Jodłownik",844
845,"1207","120705","gm. Kamienica",845
846,"1207","120706","gm. Laskowa",846
847,"1207","120707","gm. Limanowa",847
848,"1207","120708","gm. Łukowica",848
849,"1207","120709","gm. Mszana Dolna",849
850,"1207","120710","gm. Niedźwiedź",850
851,"1207","120711","gm. Słopnice",851
852,"1207","120712","gm. Tymbark",852
853,"1208","120801","gm. Charsznica",853
854,"1208","120802","gm. Gołcza",854
855,"1208","120803","gm. Kozłów",855
856,"1208","120804","gm. Książ Wielki",856
857,"1208","120805","gm. Miechów",857
858,"1208","120806","gm. Racławice",858
859,"1208","120807","gm. Słaboszów",859
860,"1209","120901","gm. Dobczyce",860
861,"1209","120902","gm. Lubień",861
862,"1209","120903","gm. Myślenice",862
863,"1209","120904","gm. Pcim",863
864,"1209","120905","gm. Raciechowice",864
865,"1209","120906","gm. Siepraw",865
866,"1209","120907","gm. Sułkowice",866
867,"1209","120908","gm. Tokarnia",867
868,"1209","120909","gm. Wiśniowa",868
869,"1210","121001","m. Grybów",869
870,"1210","121002","gm. Chełmiec",870
871,"1210","121003","gm. Gródek nad Dunajcem",871
872,"1210","121004","gm. Grybów",872
873,"1210","121005","gm. Kamionka Wielka",873
874,"1210","121006","gm. Korzenna",874
875,"1210","121007","gm. Krynica-Zdrój",875
876,"1210","121008","gm. Łabowa",876
877,"1210","121009","gm. Łącko",877
878,"1210","121010","gm. Łososina Dolna",878
879,"1210","121011","gm. Muszyna",879
880,"1210","121012","gm. Nawojowa",880
881,"1210","121013","gm. Piwniczna-Zdrój",881
882,"1210","121014","gm. Podegrodzie",882
883,"1210","121015","gm. Rytro",883
884,"1210","121016","gm. Stary Sącz",884
885,"1211","121101","m. Nowy Targ",885
886,"1211","121102","gm. Szczawnica",886
887,"1211","121103","gm. Czarny Dunajec",887
888,"1211","121104","gm. Czorsztyn",888
889,"1211","121105","gm. Jabłonka",889
890,"1211","121106","gm. Krościenko nad Dunajcem",890
891,"1211","121107","gm. Lipnica Wielka",891
892,"1211","121108","gm. Łapsze Niżne",892
893,"1211","121109","gm. Nowy Targ",893
894,"1211","121110","gm. Ochotnica Dolna",894
895,"1211","121111","gm. Raba Wyżna",895
896,"1211","121112","gm. Rabka-Zdrój",896
897,"1211","121113","gm. Spytkowice",897
898,"1211","121114","gm. Szaflary",898
899,"1212","121201","m. Bukowno",899
900,"1212","121203","gm. Bolesław",900
901,"1212","121204","gm. Klucze",901
902,"1212","121205","gm. Olkusz",902
903,"1212","121206","gm. Trzyciąż",903
904,"1212","121207","gm. Wolbrom",904
905,"1213","121301","m. Oświęcim",905
906,"1213","121302","gm. Brzeszcze",906
907,"1213","121303","gm. Chełmek",907
908,"1213","121304","gm. Kęty",908
909,"1213","121305","gm. Osiek",909
910,"1213","121306","gm. Oświęcim",910
911,"1213","121307","gm. Polanka Wielka",911
912,"1213","121308","gm. Przeciszów",912
913,"1213","121309","gm. Zator",913
914,"1214","121401","gm. Koniusza",914
915,"1214","121402","gm. Koszyce",915
916,"1214","121403","gm. Nowe Brzesko",916
917,"1214","121404","gm. Pałecznica",917
918,"1214","121405","gm. Proszowice",918
919,"1214","121406","gm. Radziemice",919
920,"1215","121501","m. Jordanów",920
921,"1215","121502","m. Sucha Beskidzka",921
922,"1215","121503","gm. Budzów",922
923,"1215","121504","gm. Bystra-Sidzina",923
924,"1215","121505","gm. Jordanów",924
925,"1215","121506","gm. Maków Podhalański",925
926,"1215","121507","gm. Stryszawa",926
927,"1215","121508","gm. Zawoja",927
928,"1215","121509","gm. Zembrzyce",928
929,"1216","121601","gm. Ciężkowice",929
930,"1216","121602","gm. Gromnik",930
931,"1216","121603","gm. Lisia Góra",931
932,"1216","121604","gm. Pleśna",932
933,"1216","121605","gm. Radłów",933
934,"1216","121606","gm. Ryglice",934
935,"1216","121607","gm. Rzepiennik Strzyżewski",935
936,"1216","121608","gm. Skrzyszów",936
937,"1216","121609","gm. Tarnów",937
938,"1216","121610","gm. Tuchów",938
939,"1216","121611","gm. Wierzchosławice",939
940,"1216","121612","gm. Wietrzychowice",940
941,"1216","121613","gm. Wojnicz",941
942,"1216","121614","gm. Zakliczyn",942
943,"1216","121615","gm. Żabno",943
944,"1216","121616","gm. Szerzyny",944
945,"1217","121701","m. Zakopane",945
946,"1217","121702","gm. Biały Dunajec",946
947,"1217","121703","gm. Bukowina Tatrzańska",947
948,"1217","121704","gm. Kościelisko",948
949,"1217","121705","gm. Poronin",949
950,"1218","121801","gm. Andrychów",950
951,"1218","121802","gm. Brzeźnica",951
952,"1218","121803","gm. Kalwaria Zebrzydowska",952
953,"1218","121804","gm. Lanckorona",953
954,"1218","121805","gm. Mucharz",954
955,"1218","121806","gm. Spytkowice",955
956,"1218","121807","gm. Stryszów",956
957,"1218","121808","gm. Tomice",957
958,"1218","121809","gm. Wadowice",958
959,"1218","121810","gm. Wieprz",959
960,"1219","121901","gm. Biskupice",960
961,"1219","121902","gm. Gdów",961
962,"1219","121903","gm. Kłaj",962
963,"1219","121904","gm. Niepołomice",963
964,"1219","121905","gm. Wieliczka",964
965,"1261","126101","m. Kraków",965
966,"1262","126201","m. Nowy Sącz",966
967,"1263","126301","m. Tarnów",967
968,"1401","140101","gm. Białobrzegi",968
969,"1401","140102","gm. Promna",969
970,"1401","140103","gm. Radzanów",970
971,"1401","140104","gm. Stara Błotnica",971
972,"1401","140105","gm. Stromiec",972
973,"1401","140106","gm. Wyśmierzyce",973
974,"1402","140201","m. Ciechanów",974
975,"1402","140202","gm. Ciechanów",975
976,"1402","140203","gm. Glinojeck",976
977,"1402","140204","gm. Gołymin-Ośrodek",977
978,"1402","140205","gm. Grudusk",978
979,"1402","140206","gm. Ojrzeń",979
980,"1402","140207","gm. Opinogóra Górna",980
981,"1402","140208","gm. Regimin",981
982,"1402","140209","gm. Sońsk",982
983,"1403","140301","m. Garwolin",983
984,"1403","140302","m. Łaskarzew",984
985,"1403","140303","gm. Borowie",985
986,"1403","140304","gm. Garwolin",986
987,"1403","140305","gm. Górzno",987
988,"1403","140306","gm. Łaskarzew",988
989,"1403","140307","gm. Maciejowice",989
990,"1403","140308","gm. Miastków Kościelny",990
991,"1403","140309","gm. Parysów",991
992,"1403","140310","gm. Pilawa",992
993,"1403","140311","gm. Sobolew",993
994,"1403","140312","gm. Trojanów",994
995,"1403","140313","gm. Wilga",995
996,"1403","140314","gm. Żelechów",996
997,"1404","140401","m. Gostynin",997
998,"1404","140402","gm. Gostynin",998
999,"1404","140403","gm. Pacyna",999
1000,"1404","140404","gm. Sanniki",1000
1001,"1404","140405","gm. Szczawin Kośc.",1001
1002,"1405","140501","m. Milanówek",1002
1003,"1405","140502","m. Podkowa Leśna",1003
1004,"1405","140503","gm. Baranów",1004
1005,"1405","140504","gm. Grodzisk Mazowiecki",1005
1006,"1405","140505","gm. Jaktorów",1006
1007,"1405","140506","gm. Żabia Wola",1007
1008,"1406","140601","gm. Belsk Duży",1008
1009,"1406","140602","gm. Błędów",1009
1010,"1406","140603","gm. Chynów",1010
1011,"1406","140604","gm. Goszczyn",1011
1012,"1406","140605","gm. Grójec",1012
1013,"1406","140606","gm. Jasieniec",1013
1014,"1406","140607","gm. Mogielnica",1014
1015,"1406","140608","gm. Nowe Miasto nad Pilicą",1015
1016,"1406","140609","gm. Pniewy",1016
1017,"1406","140611","gm. Warka",1017
1018,"1407","140701","gm. Garbatka-Letnisko",1018
1019,"1407","140702","gm. Głowaczów",1019
1020,"1407","140703","gm. Gniewoszów",1020
1021,"1407","140704","gm. Grabów nad Pilicą",1021
1022,"1407","140705","gm. Kozienice",1022
1023,"1407","140706","gm. Magnuszew",1023
1024,"1407","140707","gm. Sieciechów",1024
1025,"1408","140801","m. Legionowo",1025
1026,"1408","140802","gm. Jabłonna",1026
1027,"1408","140803","gm. Nieporęt",1027
1028,"1408","140804","gm. Serock",1028
1029,"1408","140805","gm. Wieliszew",1029
1030,"1409","140901","gm. Chotcza",1030
1031,"1409","140902","gm. Ciepielów",1031
1032,"1409","140903","gm. Lipsko",1032
1033,"1409","140904","gm. Rzeczniów",1033
1034,"1409","140905","gm. Sienno",1034
1035,"1409","140906","gm. Solec nad Wisłą",1035
1036,"1410","141001","gm. Huszlew",1036
1037,"1410","141002","gm. Łosice",1037
1038,"1410","141003","gm. Olszanka",1038
1039,"1410","141004","gm. Platerów",1039
1040,"1410","141005","gm. Sarnaki",1040
1041,"1410","141006","gm. Stara Kornica",1041
1042,"1411","141101","m. Maków Mazowiecki",1042
1043,"1411","141102","gm. Czerwonka",1043
1044,"1411","141103","gm. Karniewo",1044
1045,"1411","141104","gm. Krasnosielc",1045
1046,"1411","141105","gm. Młynarze",1046
1047,"1411","141106","gm. Płoniawy-Bramura",1047
1048,"1411","141107","gm. Różan",1048
1049,"1411","141108","gm. Rzewnie",1049
1050,"1411","141109","gm. Sypniewo",1050
1051,"1411","141110","gm. Szelków",1051
1052,"1412","141201","m. Mińsk Mazowiecki",1052
1053,"1412","141204","gm. Cegłów",1053
1054,"1412","141205","gm. Dębe Wielkie",1054
1055,"1412","141206","gm. Dobre",1055
1056,"1412","141207","gm. Halinów",1056
1057,"1412","141208","gm. Jakubów",1057
1058,"1412","141209","gm. Kałuszyn",1058
1059,"1412","141210","gm. Latowicz",1059
1060,"1412","141211","gm. Mińsk Mazowiecki",1060
1061,"1412","141212","gm. Mrozy",1061
1062,"1412","141213","gm. Siennica",1062
1063,"1412","141214","gm. Stanisławów",1063
1064,"1412","141215","m. Sulejówek",1064
1065,"1413","141301","m. Mława",1065
1066,"1413","141302","gm. Dzierzgowo",1066
1067,"1413","141303","gm. Lipowiec Kościelny",1067
1068,"1413","141304","gm. Radzanów",1068
1069,"1413","141305","gm. Strzegowo",1069
1070,"1413","141306","gm. Stupsk",1070
1071,"1413","141307","gm. Szreńsk",1071
1072,"1413","141308","gm. Szydłowo",1072
1073,"1413","141309","gm. Wieczfnia Kościelna",1073
1074,"1413","141310","gm. Wiśniewo",1074
1075,"1414","141401","m. Nowy Dwór Mazowiecki",1075
1076,"1414","141402","gm. Czosnów",1076
1077,"1414","141403","gm. Leoncin",1077
1078,"1414","141404","gm. Nasielsk",1078
1079,"1414","141405","gm. Pomiechówek",1079
1080,"1414","141406","gm. Zakroczym",1080
1081,"1415","141501","gm. Baranowo",1081
1082,"1415","141502","gm. Czarnia",1082
1083,"1415","141503","gm. Czerwin",1083
1084,"1415","141504","gm. Goworowo",1084
1085,"1415","141505","gm. Kadzidło",1085
1086,"1415","141506","gm. Lelis",1086
1087,"1415","141507","gm. Łyse",1087
1088,"1415","141508","gm. Myszyniec",1088
1089,"1415","141509","gm. Olszewo-Borki",1089
1090,"1415","141510","gm. Rzekuń",1090
1091,"1415","141511","gm. Troszyn",1091
1092,"1416","141601","m. Ostrów Mazowiecka",1092
1093,"1416","141602","gm. Andrzejewo",1093
1094,"1416","141603","gm. Boguty-Pianki",1094
1095,"1416","141604","gm. Brok",1095
1096,"1416","141605","gm. Małkinia Górna",1096
1097,"1416","141606","gm. Nur",1097
1098,"1416","141607","gm. Ostrów Mazowiecka",1098
1099,"1416","141608","gm. Stary Lubotyń",1099
1100,"1416","141609","gm. Szulborze Wielkie",1100
1101,"1416","141610","gm. Wąsewo",1101
1102,"1416","141611","gm. Zaręby Kościelne",1102
1103,"1417","141701","m. Józefów",1103
1104,"1417","141702","m. Otwock",1104
1105,"1417","141703","gm. Celestynów",1105
1106,"1417","141704","gm. Karczew",1106
1107,"1417","141705","gm. Kołbiel",1107
1108,"1417","141706","gm. Osieck",1108
1109,"1417","141707","gm. Sobienie-Jeziory",1109
1110,"1417","141708","gm. Wiązowna",1110
1111,"1418","141801","gm. Góra Kalwaria",1111
1112,"1418","141802","gm. Konstancin-Jeziorna",1112
1113,"1418","141803","gm. Lesznowola",1113
1114,"1418","141804","gm. Piaseczno",1114
1115,"1418","141805","gm. Prażmów",1115
1116,"1418","141806","gm. Tarczyn",1116
1117,"1419","141901","gm. Bielsk",1117
1118,"1419","141902","gm. Bodzanów",1118
1119,"1419","141903","gm. Brudzeń Duży",1119
1120,"1419","141904","gm. Bulkowo",1120
1121,"1419","141905","gm. Drobin",1121
1122,"1419","141906","gm. Gąbin",1122
1123,"1419","141907","gm. Łąck",1123
1124,"1419","141908","gm. Mała Wieś",1124
1125,"1419","141909","gm. Nowy Duninów",1125
1126,"1419","141910","gm. Radzanowo",1126
1127,"1419","141911","gm. Słubice",1127
1128,"1419","141912","gm. Słupno",1128
1129,"1419","141913","gm. Stara Biała",1129
1130,"1419","141914","gm. Staroźreby",1130
1131,"1419","141915","gm. Wyszogród",1131
1132,"1420","142001","m. Płońsk",1132
1133,"1420","142002","m. Raciąż",1133
1134,"1420","142003","gm. Baboszewo",1134
1135,"1420","142004","gm. Czerwińsk nad Wisłą",1135
1136,"1420","142005","gm. Dzierzążnia",1136
1137,"1420","142006","gm. Joniec",1137
1138,"1420","142007","gm. Naruszewo",1138
1139,"1420","142008","gm. Nowe Miasto",1139
1140,"1420","142009","gm. Płońsk",1140
1141,"1420","142010","gm. Raciąż",1141
1142,"1420","142011","gm. Sochocin",1142
1143,"1420","142012","gm. Załuski",1143
1144,"1421","142101","m. Piastów",1144
1145,"1421","142102","m. Pruszków",1145
1146,"1421","142103","gm. Brwinów",1146
1147,"1421","142104","gm. Michałowice",1147
1148,"1421","142105","gm. Nadarzyn",1148
1149,"1421","142106","gm. Raszyn",1149
1150,"1422","142201","m. Przasnysz",1150
1151,"1422","142202","gm. Chorzele",1151
1152,"1422","142203","gm. Czernice Borowe",1152
1153,"1422","142204","gm. Jednorożec",1153
1154,"1422","142205","gm. Krasne",1154
1155,"1422","142206","gm. Krzynowłoga Mała",1155
1156,"1422","142207","gm. Przasnysz",1156
1157,"1423","142301","gm. Borkowice",1157
1158,"1423","142302","gm. Gielniów",1158
1159,"1423","142303","gm. Klwów",1159
1160,"1423","142304","gm. Odrzywół",1160
1161,"1423","142305","gm. Potworów",1161
1162,"1423","142306","gm. Przysucha",1162
1163,"1423","142307","gm. Rusinów",1163
1164,"1423","142308","gm. Wieniawa",1164
1165,"1424","142401","gm. Gzy",1165
1166,"1424","142402","gm. Obryte",1166
1167,"1424","142403","gm. Pokrzywnica",1167
1168,"1424","142404","gm. Pułtusk",1168
1169,"1424","142405","gm. Świercze",1169
1170,"1424","142406","gm. Winnica",1170
1171,"1424","142407","gm. Zatory",1171
1172,"1425","142501","m. Pionki",1172
1173,"1425","142502","gm. Gózd",1173
1174,"1425","142503","gm. Iłża",1174
1175,"1425","142504","gm. Jastrzębia",1175
1176,"1425","142505","gm. Jedlińsk",1176
1177,"1425","142506","gm. Jedlnia-Letnisko",1177
1178,"1425","142507","gm. Kowala",1178
1179,"1425","142508","gm. Pionki",1179
1180,"1425","142509","gm. Przytyk",1180
1181,"1425","142510","gm. Skaryszew",1181
1182,"1425","142511","gm. Wierzbica",1182
1183,"1425","142512","gm. Wolanów",1183
1184,"1425","142513","gm. Zakrzew",1184
1185,"1426","142601","gm. Domanice",1185
1186,"1426","142602","gm. Korczew",1186
1187,"1426","142603","gm. Kotuń",1187
1188,"1426","142604","gm. Mokobody",1188
1189,"1426","142605","gm. Mordy",1189
1190,"1426","142606","gm. Paprotnia",1190
1191,"1426","142607","gm. Przesmyki",1191
1192,"1426","142608","gm. Siedlce",1192
1193,"1426","142609","gm. Skórzec",1193
1194,"1426","142610","gm. Suchożebry",1194
1195,"1426","142611","gm. Wiśniew",1195
1196,"1426","142612","gm. Wodynie",1196
1197,"1426","142613","gm. Zbuczyn",1197
1198,"1427","142701","m. Sierpc",1198
1199,"1427","142702","gm. Gozdowo",1199
1200,"1427","142703","gm. Mochowo",1200
1201,"1427","142704","gm. Rościszewo",1201
1202,"1427","142705","gm. Sierpc",1202
1203,"1427","142706","gm. Szczutowo",1203
1204,"1427","142707","gm. Zawidz",1204
1205,"1428","142801","m. Sochaczew",1205
1206,"1428","142802","gm. Brochów",1206
1207,"1428","142803","gm. Iłów",1207
1208,"1428","142804","gm. Młodzieszyn",1208
1209,"1428","142805","gm. Nowa Sucha",1209
1210,"1428","142806","gm. Rybno",1210
1211,"1428","142807","gm. Sochaczew",1211
1212,"1428","142808","gm. Teresin",1212
1213,"1429","142901","m. Sokołów Podlaski",1213
1214,"1429","142902","gm. Bielany",1214
1215,"1429","142903","gm. Ceranów",1215
1216,"1429","142904","gm. Jabłonna Lacka",1216
1217,"1429","142905","gm. Kosów Lacki",1217
1218,"1429","142906","gm. Repki",1218
1219,"1429","142907","gm. Sabnie",1219
1220,"1429","142908","gm. Sokołów Podlaski",1220
1221,"1429","142909","gm. Sterdyń",1221
1222,"1430","143001","gm. Chlewiska",1222
1223,"1430","143002","gm. Jastrząb",1223
1224,"1430","143003","gm. Mirów",1224
1225,"1430","143004","gm. Orońsko",1225
1226,"1430","143005","gm. Szydłowiec",1226
1227,"1432","143201","gm. Błonie",1227
1228,"1432","143202","gm. Izabelin",1228
1229,"1432","143203","gm. Kampinos",1229
1230,"1432","143204","gm. Leszno",1230
1231,"1432","143205","gm. Łomianki",1231
1232,"1432","143206","gm. Ożarów Mazowiecki",1232
1233,"1432","143207","gm. Stare Babice",1233
1234,"1433","143301","m. Węgrów",1234
1235,"1433","143302","gm. Grębków",1235
1236,"1433","143303","gm. Korytnica",1236
1237,"1433","143304","gm. Liw",1237
1238,"1433","143305","gm. Łochów",1238
1239,"1433","143306","gm. Miedzna",1239
1240,"1433","143307","gm. Sadowne",1240
1241,"1433","143308","gm. Stoczek",1241
1242,"1433","143309","gm. Wierzbno",1242
1243,"1434","143401","m. Kobyłka",1243
1244,"1434","143402","m. Marki",1244
1245,"1434","143403","m. Ząbki",1245
1246,"1434","143404","m. Zielonka",1246
1247,"1434","143405","gm. Dąbrówka",1247
1248,"1434","143406","gm. Jadów",1248
1249,"1434","143407","gm. Klembów",1249
1250,"1434","143408","gm. Poświętne",1250
1251,"1434","143409","gm. Radzymin",1251
1252,"1434","143410","gm. Strachówka",1252
1253,"1434","143411","gm. Tłuszcz",1253
1254,"1434","143412","gm. Wołomin",1254
1255,"1435","143501","gm. Brańszczyk",1255
1256,"1435","143502","gm. Długosiodło",1256
1257,"1435","143503","gm. Rząśnik",1257
1258,"1435","143504","gm. Somianka",1258
1259,"1435","143505","gm. Wyszków",1259
1260,"1435","143506","gm. Zabrodzie",1260
1261,"1436","143601","gm. Kazanów",1261
1262,"1436","143602","gm. Policzna",1262
1263,"1436","143603","gm. Przyłęk",1263
1264,"1436","143604","gm. Tczów",1264
1265,"1436","143605","gm. Zwoleń",1265
1266,"1437","143701","gm. Bieżuń",1266
1267,"1437","143702","gm. Kuczbork-Osada",1267
1268,"1437","143703","gm. Lubowidz",1268
1269,"1437","143704","gm. Lutocin",1269
1270,"1437","143705","gm. Siemiątkowo",1270
1271,"1437","143706","gm. Żuromin",1271
1272,"1438","143801","m. Żyrardów",1272
1273,"1438","143802","gm. Mszczonów",1273
1274,"1438","143803","gm. Puszcza Mariańska",1274
1275,"1438","143804","gm. Radziejowice",1275
1276,"1438","143805","gm. Wiskitki",1276
1277,"1461","146101","m. Ostrołęka",1277
1278,"1462","146201","m. Płock",1278
1279,"1463","146301","m. Radom",1279
1280,"1464","146401","m. Siedlce",1280
1281,"1465","146502","Bemowo",1281
1282,"1465","146503","Białołęka",1282
1283,"1465","146504","Bielany",1283
1284,"1465","146505","Mokotów",1284
1285,"1465","146506","Ochota",1285
1286,"1465","146507","Praga-Południe",1286
1287,"1465","146508","Praga-Północ",1287
1288,"1465","146509","Rembertów",1288
1289,"1465","146510","Śródmieście",1289
1290,"1465","146511","Targówek",1290
1291,"1465","146512","Ursus",1291
1292,"1465","146513","Ursynów",1292
1293,"1465","146514","Wawer",1293
1294,"1465","146515","Wesoła",1294
1295,"1465","146516","Wilanów",1295
1296,"1465","146517","Włochy",1296
1297,"1465","146518","Wola",1297
1298,"1465","146519","Żoliborz",1298
1299,"1601","160101","m. Brzeg",1299
1300,"1601","160102","gm. Skarbimierz",1300
1301,"1601","160103","gm. Grodków",1301
1302,"1601","160104","gm. Lewin Brzeski",1302
1303,"1601","160105","gm. Lubsza",1303
1304,"1601","160106","gm. Olszanka",1304
1305,"1602","160201","gm. Baborów",1305
1306,"1602","160202","gm. Branice",1306
1307,"1602","160203","gm. Głubczyce",1307
