"Id","ProvinceCode","Code","Name","Diaspora","Order"
128,"12","1213","oświęcimski",FALSE,128
129,"12","1214","proszowicki",FALSE,129
130,"12","1215","suski",FALSE,130
131,"12","1216","tarnowski",FALSE,131
132,"12","1217","tatrzański",FALSE,132
133,"12","1218","wadowicki",FALSE,133
134,"12","1219","wielicki",FALSE,134
135,"12","1261","Kraków",FALSE,135
136,"12","1262","Nowy Sącz",FALSE,136
137,"12","1263","Tarnów",FALSE,137
138,"14","1401","białobrzeski",FALSE,138
139,"14","1402","ciechanowski",FALSE,139
140,"14","1403","garwoliński",FALSE,140
141,"14","1404","gostyniński",FALSE,141
142,"14","1405","grodziski",FALSE,142
143,"14","1406","grójecki",FALSE,143
144,"14","1407","kozienicki",FALSE,144
145,"14","1408","legionowski",FALSE,145
146,"14","1409","lipski",FALSE,146
147,"14","1410","łosicki",FALSE,147
148,"14","1411","makowski",FALSE,148
149,"14","1412","miński",FALSE,149
150,"14","1413","mławski",FALSE,150
151,"14","1414","nowodworski",FALSE,151
152,"14","1415","ostrołęcki",FALSE,152
153,"14","1416","ostrowski",FALSE,153
154,"14","1417","otwocki",FALSE,154
155,"14","1418","piaseczyński",FALSE,155
156,"14","1419","płocki",FALSE,156
157,"14","1420","płoński",FALSE,157
158,"14","1421","pruszkowski",FALSE,158
159,"14","1422","przasnyski",FALSE,159
160,"14","1423","przysuski",FALSE,160
161,"14","1424","pułtuski",FALSE,161
162,"14","1425","radomski",FALSE,162
163,"14","1426","siedlecki",FALSE,163
164,"14","1427","sierpecki",FALSE,164
165,"14","1428","sochaczewski",FALSE,165
166,"14","1429","sokołowski",FALSE,166
167,"14","1430","szydłowiecki",FALSE,167
168,"14","1432","warszawski zachodni",FALSE,168
169,"14","1433","węgrowski",FALSE,169
170,"14","1434","wołomiński",FALSE,170
171,"14","1435","wyszkowski",FALSE,171
172,"14","1436","zwoleński",FALSE,172
173,"14","1437","żuromiński",FALSE,173
174,"14","1438","żyrardowski",FALSE,174
175,"14","1461","Ostrołęka",FALSE,175
176,"14","1462","Płock",FALSE,176
177,"14","1463","Radom",FALSE,177
178,"14","1464","Siedlce",FALSE,178
179,"14","1465","Warszawa",FALSE,179
180,"16","1601","brzeski",FALSE,180
181,"16","1602","głubczycki",FALSE,181
182,"16","1603","kędzierzyńsko-kozielski",FALSE,182
183,"16","1604","kluczborski",FALSE,183
184,"16","1605","krapkowicki",FALSE,184
185,"16","1606","namysłowski",FALSE,185
186,"16","1607","nyski",FALSE,186
187,"16","1608","oleski",FALSE,187
188,"16","1609","opolski",FALSE,188
189,"16","1610","prudnicki",FALSE,189
190,"16","1611","strzelecki",FALSE,190
191,"16","1661","Opole",FALSE,191
192,"18","1801","bieszczadzki",FALSE,192
193,"18","1802","brzozowski",FALSE,193
194,"18","1803","dębicki",FALSE,194
195,"18","1804","jarosławski",FALSE,195
196,"18","1805","jasielski",FALSE,196
197,"18","1806","kolbuszowski",FALSE,197
198,"18","1807","krośnieński",FALSE,198
199,"18","1808","leżajski",FALSE,199
200,"18","1809","lubaczowski",FALSE,200
201,"18","1810","łańcucki",FALSE,201
202,"18","1811","mielecki",FALSE,202
203,"18","1812","niżański",FALSE,203
204,"18","1813","przemyski",FALSE,204
205,"18","1814","przeworski",FALSE,205
206,"18","1815","ropczycko-sędziszowski",FALSE,206
207,"18","1816","rzeszowski",FALSE,207
208,"18","1817","sanocki",FALSE,208
209,"18","1818","stalowowolski",FALSE,209
210,"18","1819","strzyżowski",FALSE,210
211,"18","1820","tarnobrzeski",FALSE,211
212,"18","1821","leski",FALSE,212
213,"18","1861","Krosno",FALSE,213
214,"18","1862","Przemyśl",FALSE,214
215,"18","1863","Rzeszów",FALSE,215
216,"18","1864","Tarnobrzeg",FALSE,216
217,"20","2001","augustowski",FALSE,217
218,"20","2002","białostocki",FALSE,218
219,"20","2003","bielski",FALSE,219
220,"20","2004","grajewski",FALSE,220
221,"20","2005","hajnowski",FALSE,221
222,"20","2006","kolneński",FALSE,222
223,"20","2007","łomżyński",FALSE,223
224,"20","2008","moniecki",FALSE,224
225,"20","2009","sejneński",FALSE,225
226,"20","2010","siemiatycki",FALSE,226
227,"20","2011","sokólski",FALSE,227
228,"20","2012","suwalski",FALSE,228
229,"20","2013","wysokomazowiecki",FALSE,229
230,"20","2014","zambrowski",FALSE,230
231,"20","2061","Białystok",FALSE,231
232,"20","2062","Łomża",FALSE,232
233,"20","2063","Suwałki",FALSE,233
234,"22","2201","bytowski",FALSE,234
235,"22","2202","chojnicki",FALSE,235
236,"22","2203","człuchowski",FALSE,236
237,"22","2204","gdański",FALSE,237
238,"22","2205","kartuski",FALSE,238
239,"22","2206","kościerski",FALSE,239
240,"22","2207","kwidzyński",FALSE,240
241,"22","2208","lęborski",FALSE,241
242,"22","2209","malborski",FALSE,242
243,"22","2210","nowodworski",FALSE,243
244,"22","2211","pucki",FALSE,244
245,"22","2212","słupski",FALSE,245
246,"22","2213","starogardzki",FALSE,246
247,"22","2214","tczewski",FALSE,247
248,"22","2215","wejherowski",FALSE,248
249,"22","2216","sztumski",FALSE,249
250,"22","2261","Gdańsk",FALSE,250
251,"22","2262","Gdynia",FALSE,251
252,"22","2263","Słupsk",FALSE,252
253,"22","2264","Sopot",FALSE,253
254,"24","2401","będziński",FALSE,254
255,"24","2402","bielski",FALSE,255
256,"24","2403","cieszyński",FALSE,256
257,"24","2404","częstochowski",FALSE,257
258,"24","2405","gliwicki",FALSE,258
259,"24","2406","kłobucki",FALSE,259
260,"24","2407","lubliniecki",FALSE,260
261,"24","2408","mikołowski",FALSE,261
262,"24","2409","myszkowski",FALSE,262
263,"24","2410","pszczyński",FALSE,263
264,"24","2411","raciborski",FALSE,264
265,"24","2412","rybnicki",FALSE,265
266,"24","2413","tarnogórski",FALSE,266
267,"24","2414","bieruńsko-lędziński",FALSE,267
268,"24","2415","wodzisławski",FALSE,268
269,"24","2416","zawierciański",FALSE,269
270,"24","2417","żywiecki",FALSE,270
271,"24","2461","Bielsko-Biała",FALSE,271
272,"24","2462","Bytom",FALSE,272
273,"24","2463","Chorzów",FALSE,273
274,"24","2464","Częstochowa",FALSE,274
275,"24","2465","Dąbrowa Górnicza",FALSE,275
276,"24","2466","Gliwice",FALSE,276
277,"24","2467","Jastrzębie-Zdrój",FALSE,277
278,"24","2468","Jaworzno",FALSE,278
279,"24","2469","Katowice",FALSE,279
280,"24","2470","Mysłowice",FALSE,280
281,"24","2471","Piekary Śląskie",FALSE,281
282,"24","2472","Ruda Śląska",FALSE,282
283,"24","2473","Rybnik",FALSE,283
284,"24","2474","Siemianowice Śląskie",FALSE,284
285,"24","2475","Sosnowiec",FALSE,285
286,"24","2476","Świętochłowice",FALSE,286
287,"24","2477","Tychy",FALSE,287
288,"24","2478","Zabrze",FALSE,288
289,"24","2479","Żory",FALSE,289
290,"26","2601","buski",FALSE,290
291,"26","2602","jędrzejowski",FALSE,291
292,"26","2603","kazimierski",FALSE,292
293,"26","2604","kielecki",FALSE,293
294,"26","2605","konecki",FALSE,294
295,"26","2606","opatowski",FALSE,295
296,"26","2607","ostrowiecki",FALSE,296
297,"26","2608","pińczowski",FALSE,297
298,"26","2609","sandomierski",FALSE,298
299,"26","2610","skarżyski",FALSE,299
300,"26","2611","starachowicki",FALSE,300
301,"26","2612","staszowski",FALSE,301
302,"26","2613","włoszczowski",FALSE,302
303,"26","2661","Kielce",FALSE,303
304,"28","2801","bartoszycki",FALSE,304
305,"28","2802","braniewski",FALSE,305
306,"28","2803","działdowski",FALSE,306
307,"28","2804","elbląski",FALSE,307
308,"28","2805","ełcki",FALSE,308
309,"28","2806","giżycki",FALSE,309
310,"28","2807","iławski",FALSE,310
311,"28","2808","kętrzyński",FALSE,311
312,"28","2809","lidzbarski",FALSE,312
313,"28","2810","mrągowski",FALSE,313
314,"28","2811","nidzicki",FALSE,314
315,"28","2812","nowomiejski",FALSE,315
316,"28","2813","olecki",FALSE,316
317,"28","2814","olsztyński",FALSE,317
318,"28","2815","ostródzki",FALSE,318
319,"28","2816","piski",FALSE,319
320,"28","2817","szczycieński",FALSE,320
321,"28","2818","gołdapski",FALSE,321
322,"28","2819","węgorzewski",FALSE,322
323,"28","2861","Elbląg",FALSE,323
324,"28","2862","Olsztyn",FALSE,324
325,"30","3001","chodzieski",FALSE,325
326,"30","3002","czarnkowsko-trzcianecki",FALSE,326
327,"30","3003","gnieźnieński",FALSE,327
328,"30","3004","gostyński",FALSE,328
329,"30","3005","grodziski",FALSE,329
330,"30","3006","jarociński",FALSE,330
331,"30","3007","kaliski",FALSE,331
332,"30","3008","kępiński",FALSE,332
333,"30","3009","kolski",FALSE,333
334,"30","3010","koniński",FALSE,334
335,"30","3011","kościański",FALSE,335
336,"30","3012","krotoszyński",FALSE,336
337,"30","3013","leszczyński",FALSE,337
338,"30","3014","międzychodzki",FALSE,338
339,"30","3015","nowotomyski",FALSE,339
340,"30","3016","obornicki",FALSE,340
341,"30","3017","ostrowski",FALSE,341
342,"30","3018","ostrzeszowski",FALSE,342
343,"30","3019","pilski",FALSE,343
344,"30","3020","pleszewski",FALSE,344
345,"30","3021","poznański",FALSE,345
346,"30","3022","rawicki",FALSE,346
347,"30","3023","słupecki",FALSE,347
348,"30","3024","szamotulski",FALSE,348
349,"30","3025","średzki",FALSE,349
350,"30","3026","śremski",FALSE,350
351,"30","3027","turecki",FALSE,351
352,"30","3028","wągrowiecki",FALSE,352
353,"30","3029","wolsztyński",FALSE,353
354,"30","3030","wrzesiński",FALSE,354
355,"30","3031","złotowski",FALSE,355
356,"30","3061","Kalisz",FALSE,356
357,"30","3062","Konin",FALSE,357
358,"30","3063","Leszno",FALSE,358
359,"30","3064","Poznań",FALSE,359
360,"32","3201","białogardzki",FALSE,360
361,"32","3202","choszczeński",FALSE,361
362,"32","3203","drawski",FALSE,362
363,"32","3204","goleniowski",FALSE,363
364,"32","3205","gryficki",FALSE,364
365,"32","3206","gryfiński",FALSE,365
366,"32","3207","kamieński",FALSE,366
367,"32","3208","kołobrzeski",FALSE,367
368,"32","3209","koszaliński",FALSE,368
369,"32","3210","myśliborski",FALSE,369
370,"32","3211","policki",FALSE,370
371,"32","3212","pyrzycki",FALSE,371
372,"32","3213","sławieński",FALSE,372
373,"32","3214","stargardzki",FALSE,373
374,"32","3215","szczecinecki",FALSE,374
375,"32","3216","świdwiński",FALSE,375
376,"32","3217","wałecki",FALSE,376
377,"32","3218","łobeski",FALSE,377
378,"32","3261","Koszalin",FALSE,378
379,"32","3262","Szczecin",FALSE,379
380,"32","3263","Świnoujście",FALSE,380
