"Id","ProvinceCode","Code","Name","Diaspora","Order"
1,"02","0201","bolesławiecki",FALSE,1
2,"02","0202","dzierżoniowski",FALSE,2
3,"02","0203","głogowski",FALSE,3
4,"02","0204","górowski",FALSE,4
5,"02","0205","jaworski",FALSE,5
6,"02","0206","karkonoski",FALSE,6
7,"02","0207","kamiennogórski",FALSE,7
8,"02","0208","kłodzki",FALSE,8
9,"02","0209","legnicki",FALSE,9
10,"02","0210","lubański",FALSE,10
11,"02","0211","lubiński",FALSE,11
12,"02","0212","lwówecki",FALSE,12
13,"02","0213","milicki",FALSE,13
14,"02","0214","oleśnicki",FALSE,14
15,"02","0215","oławski",FALSE,15
16,"02","0216","polkowicki",FALSE,16
17,"02","0217","strzeliński",FALSE,17
18,"02","0218","średzki",FALSE,18
19,"02","0219","świdnicki",FALSE,19
20,"02","0220","trzebnicki",FALSE,20
21,"02","0221","wałbrzyski",FALSE,21
22,"02","0222","wołowski",FALSE,22
23,"02","0223","wrocławski",FALSE,23
24,"02","0224","ząbkowicki",FALSE,24
25,"02","0225","zgorzelecki",FALSE,25
26,"02","0226","złotoryjski",FALSE,26
27,"02","0261","Jelenia Góra",FALSE,27
28,"02","0262","Legnica",FALSE,28
29,"02","0264","Wrocław",FALSE,29
30,"02","0265","Wałbrzych",FALSE,30
31,"04","0401","aleksandrowski",FALSE,31
32,"04","0402","brodnicki",FALSE,32
33,"04","0403","bydgoski",FALSE,33
34,"04","0404","chełmiński",FALSE,34
35,"04","0405","golubsko-dobrzyński",FALSE,35
36,"04","0406","grudziądzki",FALSE,36
37,"04","0407","inowrocławski",FALSE,37
38,"04","0408","lipnowski",FALSE,38
39,"04","0409","mogileński",FALSE,39
40,"04","0410","nakielski",FALSE,40
41,"04","0411","radziejowski",FALSE,41
42,"04","0412","rypiński",FALSE,42
43,"04","0413","sępoleński",FALSE,43
44,"04","0414","świecki",FALSE,44
45,"04","0415","toruński",FALSE,45
46,"04","0416","tucholski",FALSE,46
47,"04","0417","wąbrzeski",FALSE,47
48,"04","0418","włocławski",FALSE,48
49,"04","0419","żniński",FALSE,49
50,"04","0461","Bydgoszcz",FALSE,50
51,"04","0462","Grudziądz",FALSE,51
52,"04","0463","Toruń",FALSE,52
53,"04","0464","Włocławek",FALSE,53
54,"06","0601","bialski",FALSE,54
55,"06","0602","biłgorajski",FALSE,55
56,"06","0603","chełmski",FALSE,56
57,"06","0604","hrubieszowski",FALSE,57
58,"06","0605","janowski",FALSE,58
59,"06","0606","krasnostawski",FALSE,59
60,"06","0607","kraśnicki",FALSE,60
61,"06","0608","lubartowski",FALSE,61
62,"06","0609","lubelski",FALSE,62
63,"06","0610","łęczyński",FALSE,63
64,"06","0611","łukowski",FALSE,64
65,"06","0612","opolski",FALSE,65
66,"06","0613","parczewski",FALSE,66
67,"06","0614","puławski",FALSE,67
68,"06","0615","radzyński",FALSE,68
69,"06","0616","rycki",FALSE,69
70,"06","0617","świdnicki",FALSE,70
71,"06","0618","tomaszowski",FALSE,71
72,"06","0619","włodawski",FALSE,72
73,"06","0620","zamojski",FALSE,73
74,"06","0661","Biała Podlaska",FALSE,74
75,"06","0662","Chełm",FALSE,75
76,"06","0663","Lublin",FALSE,76
77,"06","0664","Zamość",FALSE,77
78,"08","0801","gorzowski",FALSE,78
79,"08","0802","krośnieński",FALSE,79
80,"08","0803","międzyrzecki",FALSE,80
81,"08","0804","nowosolski",FALSE,81
82,"08","0805","słubicki",FALSE,82
83,"08","0806","strzelecko-drezdenecki",FALSE,83
84,"08","0807","sulęciński",FALSE,84
85,"08","0808","świebodziński",FALSE,85
86,"08","0809","zielonogórski",FALSE,86
87,"08","0810","żagański",FALSE,87
88,"08","0811","żarski",FALSE,88
89,"08","0812","wschowski",FALSE,89
90,"08","0861","Gorzów Wielkopolski",FALSE,90
91,"08","0862","Zielona Góra",FALSE,91
92,"10","1001","bełchatowski",FALSE,92
93,"10","1002","kutnowski",FALSE,93
94,"10","1003","łaski",FALSE,94
95,"10","1004","łęczycki",FALSE,95
96,"10","1005","łowicki",FALSE,96
97,"10","1006","łódzki wschodni",FALSE,97
98,"10","1007","opoczyński",FALSE,98
99,"10","1008","pabianicki",FALSE,99
100,"10","1009","pajęczański",FALSE,100
101,"10","1010","piotrkowski",FALSE,101
102,"10","1011","poddębicki",FALSE,102
103,"10","1012","radomszczański",FALSE,103
104,"10","1013","rawski",FALSE,104
105,"10","1014","sieradzki",FALSE,105
106,"10","1015","skierniewicki",FALSE,106
107,"10","1016","tomaszowski",FALSE,107
108,"10","1017","wieluński",FALSE,108
109,"10","1018","wieruszowski",FALSE,109
110,"10","1019","zduńskowolski",FALSE,110
111,"10","1020","zgierski",FALSE,111
112,"10","1021","brzeziński",FALSE,112
113,"10","1061","Łódź",FALSE,113
114,"10","1062","Piotrków Trybunalski",FALSE,114
115,"10","1063","Skierniewice",FALSE,115
116,"12","1201","bocheński",FALSE,116
117,"12","1202","brzeski",FALSE,117
118,"12","1203","chrzanowski",FALSE,118
119,"12","1204","dąbrowski",FALSE,119
120,"12","1205","gorlicki",FALSE,120
121,"12","1206","krakowski",FALSE,121
122,"12","1207","limanowski",FALSE,122
123,"12","1208","miechowski",FALSE,123
124,"12","1209","myślenicki",FALSE,124
125,"12","1210","nowosądecki",FALSE,125
126,"12","1211","nowotarski",FALSE,126
127,"12","1212","olkuski",FALSE,127
